,m/z,I,S/N
12119,549.09047,44269124,70.2
12120,549.10133,5438799,7.0
12121,549.10546,5277267,6.7
12122,549.11365,3672923,4.1
12123,549.11899,3715936,4.2
12124,549.12677,71253608,114.2
12125,549.13795,8914547,12.6
12126,549.14543,8060283,11.2
12127,549.15568,5525637,7.1
12128,549.15912,10800776,15.7
12129,549.16311,102395532,164.9
12130,549.17131,3658900,4.1
12131,549.17407,8358039,11.7
12132,549.18223,5198239,6.6
12133,549.19191,8781480,12.4
12134,549.19587,9043628,12.8
12135,549.19951,97828528,157.4
12136,549.21265,5933757,7.8
12137,549.21885,3656259,4.1
12138,549.22812,8834252,12.5
12139,549.2359,70135508,112.3
12140,549.24906,5090273,6.4
12141,549.25479,3949030,4.5
12142,549.26474,6747632,9.1
12143,549.27231,28372728,44.3
12144,549.30866,12329756,18.2
12145,550.05749,4915459,6.1
12146,550.08584,9388575,13.4
12147,550.09397,9767975,14.0
12148,550.12223,13582403,20.2
12149,550.13018,19952715,30.6
12150,550.15885,16648295,25.2
12151,550.16671,26604143,41.4
12152,550.19506,14169739,21.2
12153,550.20298,23975571,37.2
12154,550.23151,11754672,17.3
12155,550.23969,21059256,32.4
12156,550.26783,4633812,5.7
12157,550.27594,8422108,11.8
12158,551.03429,5395155,6.9
12159,551.04932,5859810,7.7
12160,551.07022,28044791,43.8
12161,551.08587,7998727,11.1
12162,551.10648,59840027,95.6
12163,551.1176,8412966,11.8
12164,551.12467,6209326,8.2
12165,551.13568,5909049,7.7
12166,551.14292,93128256,149.8
12167,551.15381,9439307,13.5
12168,551.15757,7528271,10.4
12169,551.16161,9396307,13.4
12170,551.17152,12061277,17.8
12171,551.17923,108111460,174.2
12172,551.18781,4270701,5.1
12173,551.19811,9952376,14.3
12174,551.20745,13023105,19.3
12175,551.21563,82708105,132.8
12176,551.23476,4951196,6.2
12177,551.24432,11873958,17.4
12178,551.25197,41997997,66.5
12179,551.27119,4661313,5.7
12180,551.28031,9270730,13.2
12181,551.28848,17333970,26.3
12182,551.32435,4635638,5.7
12183,552.07336,7439849,10.2
12184,552.09094,4000251,4.6
12185,552.10146,9653765,13.8
12186,552.10959,15068174,22.6
12187,552.12792,5677088,7.4
12188,552.13797,13802026,20.6
12189,552.14592,22533682,34.8
12190,552.1568,4257341,5.0
12191,552.16424,4160837,4.9
12192,552.17426,17159247,26.1
12193,552.18224,30403159,47.6
12194,552.21073,12210804,18.0
12195,552.21867,23803516,36.9
12196,552.24694,7110296,9.7
12197,552.25499,14342816,21.5
12198,552.29144,6370501,8.5
12199,552.90114,12456750,18.4
12200,553.02833,3741871,4.2
12201,553.04898,9683396,13.9
12202,553.06424,9922515,14.3
12203,553.07751,5172193,6.5
12204,553.08529,32974313,51.8
12205,553.10048,11684856,17.1
12206,553.11411,6505478,8.7
12207,553.11852,9761290,14.0
12208,553.12178,66850318,107.0
12209,553.14067,10543649,15.3
12210,553.14561,5086502,6.4
12211,553.15061,11020843,16.1
12212,553.15318,6241837,8.3
12213,553.15814,94084658,151.3
12214,553.16278,6495799,8.7
12215,553.1737,12536130,18.5
12216,553.18189,5145418,6.5
12217,553.18686,15243856,22.9
12218,553.19,5212755,6.6
12219,553.19455,86007383,138.2
12220,553.20366,4318561,5.1
12221,553.20968,8823399,12.5
12222,553.2231,16932468,25.7
12223,553.231,51287676,81.6
12224,553.24981,6612111,8.9
12225,553.25947,12237977,18.0
12226,553.26741,17974945,27.4
12227,553.27682,4186795,4.9
12228,553.28662,5076661,6.4
12229,553.2956,7848126,10.9
12230,553.3037,4889670,6.1
12231,553.32266,3714265,4.2
12232,553.98032,4579188,5.6
12233,554.05933,4543172,5.5
12234,554.08918,6589667,8.8
12235,554.09643,6520810,8.7
12236,554.10752,4983797,6.2
12237,554.11751,9348352,13.3
12238,554.12539,18372103,28.0
12239,554.13327,4395343,5.3
12240,554.14325,5976730,7.8
12241,554.15383,16289316,24.6
12242,554.16198,24607277,38.2
12243,554.17282,4075320,4.7
12244,554.17997,6388287,8.5
12245,554.19031,14967369,22.5
12246,554.19825,21433937,33.0
12247,554.21659,6487140,8.7
12248,554.22656,11518062,16.9
12249,554.23456,12765302,18.9
12250,554.26299,5197715,6.6
12251,554.27116,6986651,9.5
12252,554.29954,4724792,5.8
12253,554.90335,24980765,39.6
12254,555.04389,8824235,12.7
12255,555.06153,3739326,4.3
12256,555.06519,14153665,21.6
12257,555.08024,15729104,24.2
12258,555.10142,36167142,58.1
12259,555.11678,16523253,25.5
12260,555.13052,5847555,7.8
12261,555.13761,67096074,109.5
12262,555.15296,16804890,26.0
12263,555.16647,13760552,20.9
12264,555.1741,68847151,112.4
12265,555.1852,5029691,6.4
12266,555.18947,17250879,26.7
12267,555.20267,17429068,27.0
12268,555.21046,47810132,77.5
12269,555.21991,6558558,9.0
12270,555.22545,14678116,22.4
12271,555.23882,15859825,24.4
12272,555.24675,21421689,33.6
12273,555.2619,6863752,9.5
12274,555.2753,10454166,15.4
12275,555.28314,7894686,11.2
12276,555.29327,3755432,4.3
12277,555.31147,4928059,6.2
12278,555.90239,8819217,12.7
12279,556.03765,5815194,7.7
12280,556.06804,4951993,6.3
12281,556.07517,5088960,6.5
12282,556.0833,6925896,9.6
12283,556.10421,9629661,14.1
12284,556.11125,9826788,14.4
12285,556.12295,7301872,10.2
12286,556.13255,7738874,10.9
12287,556.14077,15405571,23.6
12288,556.14797,8442890,12.1
12289,556.159,10882581,16.1
12290,556.16916,11719711,17.5
12291,556.177,17859111,27.7
12292,556.18429,5695790,7.5
12293,556.19524,7428409,10.4
12294,556.20562,11137092,16.6
12295,556.21342,12414540,18.7
12296,556.21979,4646994,5.8
12297,556.23205,6885471,9.5
12298,556.24217,7297641,10.2
12299,556.24967,6996849,9.7
12300,556.27787,4235661,5.1
12301,556.89995,13637889,20.7
12302,557.02217,4818044,6.1
12303,557.05345,4078875,4.8
12304,557.05942,15213985,23.3
12305,557.08068,14192055,21.6
12306,557.09578,21291462,33.4
12307,557.10387,3979982,4.7
12308,557.1095,4371924,5.3
12309,557.11682,33027547,52.9
12310,557.12175,5678816,7.5
12311,557.13206,24173034,38.2
12312,557.14562,7397368,10.3
12313,557.15314,46159360,74.7
12314,557.16305,6211978,8.4
12315,557.16857,26801679,42.6
12316,557.17635,3826199,4.4
12317,557.18181,17685020,27.4
12318,557.18625,5376033,7.0
12319,557.1896,38233636,61.6
12320,557.19884,8576302,12.3
12321,557.20485,29677107,47.4
12322,557.21807,16558657,25.6
12323,557.22606,21847625,34.3
12324,557.23537,6281810,8.5
12325,557.24126,21168728,33.2
12326,557.25456,11048038,16.4
12327,557.26255,9043053,13.1
12328,557.2779,7574653,10.6
12329,557.29096,4933514,6.3
12330,558.05421,3923079,4.6
12331,558.0624,3813263,4.4
12332,558.06708,4322964,5.2
12333,558.09116,6751404,9.3
12334,558.10278,5944248,7.9
12335,558.11329,3703746,4.2
12336,558.12036,6615241,9.0
12337,558.12754,10791376,16.0
12338,558.13881,10061276,14.8
12339,558.14914,6501606,8.9
12340,558.15679,9929710,14.6
12341,558.16408,9503733,13.8
12342,558.17523,12146688,18.2
12343,558.18521,7748106,10.9
12344,558.19342,9644050,14.1
12345,558.20046,7908377,11.2
12346,558.20847,10561569,15.6
12347,558.22192,5940783,7.9
12348,558.22979,6477366,8.8
12349,558.24532,7004486,9.7
12350,558.25871,3952339,4.6
12351,558.26567,4609882,5.7
12352,559.03841,10707291,15.8
12353,559.05975,4265456,5.1
12354,559.07482,25776511,40.9
12355,559.08835,3802252,4.4
12356,559.09615,11118484,16.5
12357,559.10338,4451611,5.5
12358,559.11122,30645667,49.0
12359,559.1223,4494254,5.5
12360,559.12497,5945776,7.9
12361,559.12928,4450228,5.4
12362,559.1325,19118520,29.8
12363,559.14036,5253567,6.8
12364,559.1476,39335367,63.4
12365,559.1583,5995473,8.0
12366,559.1612,10985940,16.3
12367,559.16878,20393435,31.9
12368,559.18399,50382315,81.7
12369,559.19736,11618808,17.4
12370,559.20094,4359419,5.3
12371,559.20531,11560448,17.3
12372,559.21525,6632970,9.1
12373,559.22043,43181583,69.8
12374,559.23366,10537500,15.6
12375,559.24179,6947108,9.6
12376,559.25199,5389614,7.0
12377,559.25676,27382323,43.5
12378,559.27023,4458048,5.5
12379,559.28024,4913737,6.2
12380,559.29303,8184662,11.7
12381,559.30567,4024419,4.7
12382,560.07027,5701458,7.5
12383,560.07826,5932890,7.9
12384,560.10003,5370992,7.0
12385,560.10643,7607670,10.7
12386,560.11463,9122430,13.2
12387,560.13008,4285581,5.2
12388,560.13606,4746643,5.9
12389,560.14309,11744154,17.6
12390,560.15088,11565985,17.3
12391,560.16444,4398254,5.4
12392,560.17176,6322742,8.6
12393,560.17972,10327998,15.2
12394,560.1874,12435909,18.7
12395,560.20059,5937106,7.9
12396,560.20787,4041049,4.8
12397,560.21563,6278369,8.5
12398,560.22403,13338601,20.2
12399,560.26026,9575180,14.0
12400,560.88264,14332009,21.9
12401,560.97834,3648454,4.1
12402,561.01805,4253932,5.1
12403,561.0543,15244047,23.4
12404,561.09099,30041394,47.9
12405,561.11232,7135815,9.9
12406,561.11903,5181773,6.7
12407,561.12342,4374354,5.3
12408,561.12735,46124373,74.7
12409,561.13814,6090080,8.2
12410,561.14089,4645730,5.8
12411,561.14426,4293478,5.2
12412,561.14877,5157226,6.6
12413,561.15668,7951730,11.3
12414,561.16368,63661432,103.8
12415,561.17125,5652352,7.4
12416,561.17427,6356867,8.6
12417,561.17727,7499653,10.5
12418,561.18227,6178698,8.3
12419,561.18532,6732173,9.2
12420,561.19542,5445015,7.1
12421,561.20013,66700700,108.8
12422,561.21355,8695720,12.5
12423,561.22156,3584176,4.0
12424,561.23266,6790075,9.3
12425,561.23651,57111999,92.9
12426,561.24994,6091467,8.2
12427,561.27302,27928034,44.4
12428,561.30925,8335364,11.9
12429,561.88195,5762601,7.6
12430,562.05818,4709584,5.9
12431,562.07733,3614434,4.1
12432,562.08592,8990955,13.0
12433,562.09399,9182450,13.3
12434,562.12268,12143885,18.2
12435,562.13043,11362069,16.9
12436,562.13987,3603742,4.0
12437,562.15862,11246383,16.7
12438,562.16693,17968439,27.9
12439,562.19502,11587666,17.3
12440,562.20319,20890969,32.8
12441,562.21696,4628070,5.7
12442,562.23148,7037300,9.7
12443,562.23943,15842684,24.4
12444,562.27579,8895646,12.8
12445,562.31241,5030337,6.4
12446,562.8793,3662678,4.1
12447,563.01617,3663573,4.1
12448,563.02499,3799262,4.4
12449,563.03338,7997542,11.3
12450,563.06967,25788551,40.9
12451,563.08511,5276182,6.8
12452,563.09788,5296290,6.8
12453,563.10617,42790057,69.1
12454,563.11751,6547380,8.9
12455,563.12486,5262523,6.8
12456,563.13495,4744132,5.9
12457,563.13767,4954823,6.3
12458,563.14245,68179147,111.3
12459,563.15369,8404693,12.0
12460,563.16103,5700956,7.5
12461,563.17165,9232614,13.4
12462,563.17449,7186153,10.0
12463,563.17891,83498221,136.7
12464,563.18989,6416119,8.7
12465,563.19734,5114750,6.5
12466,563.20797,6642184,9.1
12467,563.21526,82748687,135.5
12468,563.22852,4825627,6.1
12469,563.23431,4141856,4.9
12470,563.24421,7241514,10.1
12471,563.25164,47654193,77.2
12472,563.2648,4394045,5.3
12473,563.27975,4426571,5.4
12474,563.28792,22387026,35.2
12475,563.32465,5203572,6.7
12476,564.06562,3682333,4.2
12477,564.07345,5167396,6.6
12478,564.10181,8917054,12.9
12479,564.10973,10179909,15.0
12480,564.13815,12080735,18.1
12481,564.14579,18871398,29.4
12482,564.17448,13941376,21.2
12483,564.18234,23485575,37.1
12484,564.20284,3643098,4.1
12485,564.21097,11184289,16.6
12486,564.2189,22109352,34.8
12487,564.22925,4412850,5.4
12488,564.24715,5030210,6.4
12489,564.25526,15297737,23.5
12490,564.28485,4325732,5.2
12491,564.29188,5355243,6.9
12492,565.02836,4615168,5.7
12493,565.0409,4112523,4.9
12494,565.04956,12121491,18.2
12495,565.06523,4289569,5.2
12496,565.08604,31288244,50.0
12497,565.10438,7309124,10.2
12498,565.11879,7091153,9.8
12499,565.12236,58553300,95.3
12500,565.14109,9811172,14.3
12501,565.15163,8580078,12.3
12502,565.15424,6693360,9.2
12503,565.15871,82177012,134.5
12504,565.16976,4423934,5.4
12505,565.17728,5882117,7.8
12506,565.18742,8366606,11.9
12507,565.19504,88026132,144.2
12508,565.21215,5762019,7.6
12509,565.22389,10410798,15.3
12510,565.23156,63181876,103.0
12511,565.24935,5732932,7.6
12512,565.26054,9113166,13.2
12513,565.26787,30530645,48.8
12514,565.28689,4125285,4.9
12515,565.30411,11157109,16.6
12516,565.34135,4248469,5.1
12517,566.06041,3686186,4.2
12518,566.08054,4297243,5.2
12519,566.08889,8505122,12.2
12520,566.09638,5527337,7.2
12521,566.11729,9104187,13.2
12522,566.12536,15565122,23.9
12523,566.14311,4096849,4.9
12524,566.15359,12621658,19.0
12525,566.16164,23824225,37.6
12526,566.17214,4093290,4.8
12527,566.18997,13029242,19.7
12528,566.19809,28175232,44.8
12529,566.22636,7912857,11.2
12530,566.23431,20267936,31.7
12531,566.26317,6969273,9.6
12532,566.27082,10631615,15.7
12533,566.29928,3690328,4.2
12534,566.30734,3707358,4.3
12535,566.91703,7427813,10.6
12536,567.04334,5541199,7.4
12537,567.0646,15826529,24.9
12538,567.08009,10612846,16.0
12539,567.10111,39666303,65.4
12540,567.11593,8210828,11.9
12541,567.13009,6292631,8.7
12542,567.13751,69923486,116.7
12543,567.14215,4870818,6.3
12544,567.15287,9964202,14.9
12545,567.15648,10963630,16.6
12546,567.1663,9497270,14.1
12547,567.17384,84935356,142.2
12548,567.18223,4573635,5.8
12549,567.19279,11185100,17.0
12550,567.20244,13338836,20.7
12551,567.21032,64211674,107.0
12552,567.2153,4047071,4.9
12553,567.21915,3936226,4.7
12554,567.22936,8205803,11.9
12555,567.23876,13989618,21.8
12556,567.24667,39967481,65.9
12557,567.25579,4516352,5.7
12558,567.26576,4991881,6.5
12559,567.27517,9639185,14.4
12560,567.2831,13927703,21.6
12561,567.31168,4142127,5.0
12562,568.09705,4792243,6.1
12563,568.10491,7036089,9.9
12564,568.11187,4928959,6.4
12565,568.12379,5631944,7.6
12566,568.13302,9382352,13.9
12567,568.14104,15349718,24.1
12568,568.14841,5184476,6.8
12569,568.16005,5548517,7.4
12570,568.16949,12131821,18.6
12571,568.17748,22426100,36.1
12572,568.19525,4417410,5.5
12573,568.20593,11357706,17.3
12574,568.21399,16411153,25.9
12575,568.24269,8763944,12.9
12576,568.25037,12228654,18.8
12577,568.2785,4233285,5.2
12578,568.28637,5613899,7.5
12579,568.91906,33337409,54.6
12580,569.04427,6340259,8.8
12581,569.05972,9497774,14.1
12582,569.08085,17214655,27.2
12583,569.08865,4054213,4.9
12584,569.09621,12370635,19.0
12585,569.10415,4219473,5.2
12586,569.11725,40495323,66.8
12587,569.13259,13677799,21.2
12588,569.14618,7686642,11.1
12589,569.15356,63203576,105.3
12590,569.1585,5460219,7.3
12591,569.16906,17465092,27.7
12592,569.18219,11902222,18.2
12593,569.18992,59021588,98.2
12594,569.19911,4812315,6.2
12595,569.20543,14807584,23.1
12596,569.21853,13945642,21.7
12597,569.22643,38123824,62.7
12598,569.2359,4333623,5.4
12599,569.24155,8486716,12.4
12600,569.25473,13392198,20.7
12601,569.26255,18130252,28.8
12602,569.27281,3564884,4.1
12603,569.27852,6803160,9.6
12604,569.29135,7800674,11.2
12605,569.29923,5763688,7.8
12606,569.32746,3570174,4.1
12607,569.91851,9845567,14.7
12608,570.08362,6698170,9.4
12609,570.09046,5383360,7.1
12610,570.09912,6497478,9.0
12611,570.12012,10247126,15.4
12612,570.1282,7127004,10.1
12613,570.13871,7838435,11.3
12614,570.14872,8636139,12.7
12615,570.15652,18510833,29.4
12616,570.16373,6352246,8.8
12617,570.17472,10460158,15.8
12618,570.18507,9840134,14.7
12619,570.19288,18907148,30.1
12620,570.19966,6411793,8.9
12621,570.21077,6544665,9.1
12622,570.22091,8924960,13.2
12623,570.22928,11632679,17.7
12624,570.24751,3845044,4.5
12625,570.25792,5380668,7.1
12626,570.26555,7172929,10.2
12627,570.27644,3580746,4.1
12628,570.29399,4779479,6.1
12629,570.32114,3801195,4.5
12630,570.91562,19813914,31.6
12631,571.0388,5898354,8.0
12632,571.05979,6743169,9.4
12633,571.07496,16264332,25.6
12634,571.08276,4928145,6.4
12635,571.0962,19618459,31.3
12636,571.10387,3928224,4.7
12637,571.11138,19631781,31.3
12638,571.12215,4377261,5.4
12639,571.12534,4505519,5.6
12640,571.13258,33570484,55.0
12641,571.14777,21109439,33.8
12642,571.16106,8376520,12.2
12643,571.16461,5288139,7.0
12644,571.169,41187022,67.9
12645,571.17872,5813717,7.9
12646,571.18425,23592665,38.1
12647,571.19726,14697186,23.0
12648,571.20535,32050920,52.4
12649,571.21436,6874606,9.7
12650,571.22075,21916403,35.2
12651,571.23371,12816636,19.8
12652,571.24166,16846593,26.6
12653,571.25079,5216264,6.9
12654,571.25687,11771660,18.0
12655,571.2703,7833877,11.3
12656,571.27818,6184987,8.5
12657,571.29295,4612261,5.8
12658,571.30606,4472750,5.6
12659,571.49983,11576758,17.7
12660,571.91519,5975379,8.1
12661,572.02872,3653023,4.2
12662,572.0705,5875004,8.0
12663,572.07927,5076034,6.6
12664,572.10001,4608079,5.8
12665,572.10718,10441044,15.7
12666,572.11865,5748188,7.8
12667,572.13607,8358503,12.2
12668,572.14339,7836524,11.3
12669,572.15502,8874100,13.1
12670,572.16498,6762363,9.5
12671,572.17303,8966528,13.2
12672,572.17952,7950725,11.5
12673,572.19081,10860172,16.4
12674,572.20096,7143827,10.1
12675,572.20902,6083096,8.3
12676,572.22403,7879074,11.4
12677,572.23722,6854059,9.6
12678,572.24517,5605296,7.5
12679,572.29706,3678291,4.2
12680,572.50249,4675930,5.9
12681,573.01814,3823271,4.5
12682,573.05451,10224062,15.4
12683,573.07589,6616012,9.2
12684,573.09075,25848789,41.9
12685,573.09905,3679194,4.2
12686,573.11198,12455906,19.1
12687,573.12707,27436012,44.6
12688,573.13781,3588083,4.1
12689,573.14071,4794101,6.1
12690,573.14846,19032058,30.3
12691,573.15682,5373311,7.1
12692,573.16356,36695043,60.3
12693,573.17687,8288779,12.1
12694,573.18467,20169744,32.2
12695,573.19392,5073942,6.6
12696,573.20001,39179290,64.5
12697,573.21318,12631074,19.4
12698,573.22128,10005543,15.0
12699,573.23026,5059885,6.6
12700,573.23627,30644273,50.0
12701,573.24925,9171001,13.6
12702,573.25765,5702462,7.7
12703,573.26791,4477124,5.6
12704,573.27266,16664135,26.3
12705,573.28587,5350480,7.1
12706,573.30955,4252510,5.2
12707,573.33365,4120429,5.0
12708,573.42154,10258084,15.4
12709,574.05683,5255716,6.9
12710,574.08574,7494197,10.7
12711,574.0944,7084602,10.0
12712,574.11559,3653447,4.2
12713,574.12225,8562507,12.5
12714,574.13344,8649553,12.7
12715,574.15135,4129500,5.0
12716,574.15845,11974752,18.3
12717,574.16972,12113511,18.6
12718,574.18787,4698481,6.0
12719,574.19507,9465718,14.1
12720,574.20309,14875770,23.3
12721,574.2161,3558018,4.0
12722,574.23132,4809611,6.2
12723,574.23968,9272976,13.7
12724,574.2671,3615008,4.1
12725,574.27608,3957797,4.7
12726,574.45313,13464331,20.9
12727,574.89848,10256903,15.4
12728,575.03395,6239314,8.6
12729,575.07008,19527781,31.1
12730,575.09158,7229809,10.3
12731,575.10648,28357753,46.1
12732,575.11757,5235839,6.9
12733,575.12769,5238405,6.9
12734,575.13897,6157195,8.4
12735,575.14285,42653837,70.4
12736,575.15365,7261331,10.3
12737,575.15649,4145812,5.0
12738,575.16091,5690007,7.7
12739,575.16417,8344729,12.2
12740,575.17512,9125023,13.5
12741,575.17919,51439777,85.3
12742,575.18972,4292263,5.3
12743,575.19271,5883048,8.0
12744,575.19636,3551146,4.0
12745,575.20018,4073388,4.9
12746,575.21547,52777140,87.6
