,m/z,I,S/N
11245,516.09134,9076036,12.4
11246,516.10138,4711754,5.6
11247,516.10933,12235087,17.3
11248,516.11656,15684435,22.7
11249,516.12787,15472474,22.3
11250,516.13775,11416416,16.0
11251,516.14567,18551653,27.1
11252,516.15308,17586025,25.6
11253,516.16107,15513966,22.4
11254,516.16408,16897904,24.6
11255,516.17419,12486007,17.7
11256,516.18215,11026811,15.4
11257,516.18981,7356800,9.7
11258,516.19745,15100805,21.8
11259,516.21025,10223757,14.2
11260,516.21834,7946129,10.6
11261,516.22566,6087062,7.7
11262,516.23382,10312603,14.3
11263,516.24698,4150307,4.7
11264,516.27021,7674289,10.2
11265,517.01912,4662265,5.5
11266,517.02767,11756414,16.6
11267,517.05526,6740366,8.7
11268,517.06391,40779156,61.8
11269,517.0729,6433689,8.3
11270,517.08506,14262176,20.5
11271,517.09172,7687076,10.2
11272,517.10028,61748650,94.5
11273,517.10366,23007660,34.1
11274,517.11106,10387376,14.4
11275,517.11361,13850034,19.8
11276,517.11867,6382005,8.2
11277,517.12141,29022646,43.5
11278,517.13139,11447740,16.1
11279,517.13668,82802112,127.3
11280,517.13997,31701441,47.6
11281,517.14508,5168580,6.3
11282,517.14736,11404742,16.0
11283,517.14993,28886472,43.3
11284,517.15786,30841292,46.3
11285,517.16785,15812562,22.9
11286,517.17308,90297813,139.0
11287,517.17645,20298711,29.9
11288,517.18358,7411164,9.8
11289,517.18622,29179357,43.7
11290,517.19426,18437602,27.0
11291,517.20419,12723176,18.1
11292,517.20944,83391979,128.2
11293,517.22258,19142131,28.1
11294,517.23077,5531896,6.9
11295,517.24093,4183806,4.8
11296,517.24586,48946689,74.5
11297,517.25873,6890249,9.0
11298,517.28227,20298263,29.9
11299,517.31875,9228333,12.6
11300,518.03069,4847063,5.8
11301,518.0593,8628712,11.7
11302,518.06751,8579053,11.6
11303,518.09579,17142270,24.9
11304,518.10686,15214084,21.9
11305,518.11473,4046345,4.5
11306,518.12485,5452559,6.7
11307,518.13221,16865299,24.5
11308,518.1403,20398616,30.0
11309,518.14335,18159642,26.5
11310,518.14854,4389661,5.1
11311,518.15355,9472544,13.0
11312,518.16151,5219621,6.4
11313,518.16877,18410537,26.9
11314,518.17683,24094766,35.8
11315,518.18977,9832502,13.6
11316,518.19804,3809851,4.2
11317,518.20523,12489279,17.7
11318,518.21323,23700548,35.2
11319,518.22592,5164875,6.3
11320,518.24161,3999828,4.5
11321,518.24974,14014041,20.1
11322,518.28636,5203951,6.3
11323,518.83567,5993652,7.6
11324,519.0354,5383209,6.6
11325,519.04366,22622766,33.5
11326,519.05926,5115511,6.2
11327,519.07181,7138623,9.4
11328,519.07998,57508419,87.9
11329,519.0884,5749832,7.2
11330,519.09119,7554634,10.0
11331,519.09825,7520078,9.9
11332,519.11636,84015705,129.2
11333,519.12721,11569759,16.3
11334,519.12989,11416161,16.0
11335,519.13499,7750756,10.3
11336,519.13756,8209509,11.0
11337,519.14732,10260203,14.2
11338,519.15275,125201006,193.4
11339,519.16345,12568180,17.8
11340,519.16602,14295670,20.5
11341,519.17399,6776698,8.8
11342,519.18397,9071744,12.4
11343,519.18904,128813699,199.0
11344,519.20228,14468747,20.8
11345,519.21093,5301904,6.5
11346,519.21776,6343060,8.1
11347,519.22543,85920409,132.1
11348,519.23868,8785568,11.9
11349,519.25378,6907049,9.0
11350,519.26173,42060462,63.8
11351,519.29806,13533379,19.3
11352,519.33432,5978073,7.5
11353,520.04692,5782137,7.2
11354,520.07466,11705993,16.5
11355,520.083,13655694,19.5
11356,520.1113,21245086,31.3
11357,520.11932,23223459,34.4
11358,520.12245,13366949,19.1
11359,520.13255,4286379,4.9
11360,520.14761,26036403,38.8
11361,520.15187,6181302,7.9
11362,520.15572,34534584,52.1
11363,520.16878,3780544,4.1
11364,520.18399,20129480,29.6
11365,520.19201,37977293,57.4
11366,520.20496,5301205,6.5
11367,520.22043,10935006,15.3
11368,520.22839,27135202,40.5
11369,520.2415,3706474,4.0
11370,520.25671,6366195,8.1
11371,520.26462,11944695,16.8
11372,520.30141,4921613,5.9
11373,521.02244,6670254,8.6
11374,521.03821,6759607,8.8
11375,521.05049,4508351,5.3
11376,521.05909,33773251,50.9
11377,521.07443,8596172,11.6
11378,521.08734,7118292,9.3
11379,521.09044,5044438,6.1
11380,521.09544,79376089,121.9
11381,521.10667,10909919,15.2
11382,521.11085,8586977,11.6
11383,521.11884,4763110,5.6
11384,521.12379,8966889,12.2
11385,521.12699,7918827,10.6
11386,521.13187,136154862,210.4
11387,521.14286,12791540,18.2
11388,521.14557,6764533,8.8
11389,521.15074,9049848,12.3
11390,521.16074,10908926,15.2
11391,521.16825,170974979,264.7
11392,521.17925,8572681,11.6
11393,521.18178,8346378,11.2
11394,521.18687,7524109,10.0
11395,521.19656,12332307,17.4
11396,521.19998,8219413,11.0
11397,521.20469,131018520,202.4
11398,521.21794,7040799,9.2
11399,521.22347,5902114,7.4
11400,521.23334,10325544,14.3
11401,521.24113,71364397,109.5
11402,521.2698,7203901,9.5
11403,521.27748,23698242,35.2
11404,521.30602,4369362,5.0
11405,521.31389,7235414,9.5
11406,522.05474,5044481,6.1
11407,522.06226,8677894,11.8
11408,522.06949,4087050,4.6
11409,522.09084,12970774,18.4
11410,522.09894,20029211,29.4
11411,522.12737,21818667,32.2
11412,522.13538,36335920,54.9
11413,522.1538,4148794,4.7
11414,522.16374,24603968,36.6
11415,522.17176,44241221,67.2
11416,522.1887,3797806,4.1
11417,522.2,19827029,29.1
11418,522.20817,37298522,56.4
11419,522.23654,8910442,12.1
11420,522.24447,18710382,27.4
11421,522.27324,4410495,5.1
11422,522.28106,6774659,8.8
11423,522.87561,3740889,4.1
11424,522.95247,3951109,4.4
11425,522.96724,60754702,93.9
11426,523.01745,4297514,5.0
11427,523.0381,12159286,17.3
11428,523.0532,10835263,15.3
11429,523.05701,5633089,7.1
11430,523.06629,4844103,5.8
11431,523.07454,53392203,82.3
11432,523.08597,5455058,6.8
11433,523.08966,12892500,18.5
11434,523.10295,7493980,10.0
11435,523.11092,118145888,184.2
11436,523.12221,14110567,20.4
11437,523.12616,13051753,18.8
11438,523.12945,9504363,13.2
11439,523.13933,15073136,21.9
11440,523.14728,183288693,286.8
11441,523.15555,4575098,5.4
11442,523.15858,14119292,20.4
11443,523.16599,11505280,16.3
11444,523.17579,18950022,28.0
11445,523.18368,173269898,271.0
11446,523.19209,6321295,8.2
11447,523.19931,6639507,8.7
11448,523.20266,6515349,8.5
11449,523.21206,21869466,32.6
11450,523.22006,99402655,154.7
11451,523.2383,4916521,5.9
11452,523.24852,13357487,19.2
11453,523.25644,39685044,60.7
11454,523.28477,9447876,13.1
11455,523.29272,9708233,13.5
11456,523.32946,3691358,4.0
11457,523.96689,14518092,21.1
11458,524.04884,5142907,6.3
11459,524.06984,6123143,7.8
11460,524.0781,10592652,14.9
11461,524.08828,8240274,11.2
11462,524.09643,3939094,4.4
11463,524.10622,15260572,22.2
11464,524.11438,25470369,38.3
11465,524.12183,6367141,8.2
11466,524.13282,7500203,10.0
11467,524.1428,24368561,36.6
11468,524.15084,40539574,62.0
11469,524.16931,6714816,8.8
11470,524.17907,22903238,34.3
11471,524.18721,42573259,65.2
11472,524.21561,13105115,18.8
11473,524.22356,27531743,41.5
11474,524.25188,7725808,10.4
11475,524.25998,10829812,15.3
11476,524.28826,5127941,6.3
11477,524.29672,4318985,5.0
11478,524.61335,3999168,4.5
11479,524.86987,3838228,4.2
11480,524.96453,29754250,45.0
11481,525.02428,4322605,5.0
11482,525.03316,9331634,12.9
11483,525.05405,21716926,32.4
11484,525.06964,14887879,21.6
11485,525.08255,4977614,6.0
11486,525.09063,68161491,105.5
11487,525.10569,14938587,21.7
11488,525.11917,9500131,13.2
11489,525.12174,5937125,7.6
11490,525.12386,11458534,16.2
11491,525.12689,136140776,212.5
11492,525.13523,6655213,8.7
11493,525.13843,11996142,17.1
11494,525.1421,14585840,21.2
11495,525.14563,13159411,18.9
11496,525.15554,19615736,29.1
11497,525.16334,152889341,238.9
11498,525.17201,7111170,9.4
11499,525.17515,6059780,7.7
11500,525.17867,14772742,21.5
11501,525.18185,12599047,18.0
11502,525.19176,23618573,35.4
11503,525.19972,111786002,174.2
11504,525.20406,3875860,4.3
11505,525.20901,6895639,9.1
11506,525.21518,11519771,16.3
11507,525.22821,21780514,32.5
11508,525.2361,50513959,77.7
11509,525.24616,3745645,4.1
11510,525.25114,6820656,8.9
11511,525.25503,5459634,6.8
11512,525.2647,8748599,12.0
11513,525.2725,13768252,19.9
11514,525.29057,3931974,4.4
11515,525.30108,5918668,7.5
11516,525.30875,4503889,5.3
11517,525.96401,6854092,9.0
11518,526.02786,5030769,6.1
11519,526.0572,7426818,9.9
11520,526.06425,9115142,12.6
11521,526.08543,7771923,10.4
11522,526.0937,17553943,25.8
11523,526.10044,7978011,10.8
11524,526.10426,6591134,8.6
11525,526.11183,8021794,10.8
11526,526.12182,16178728,23.7
11527,526.12992,31704621,48.1
11528,526.13724,6087857,7.8
11529,526.14822,12414007,17.7
11530,526.15833,20858429,31.0
11531,526.16229,4144703,4.7
11532,526.16629,39625282,60.6
11533,526.1773,4649032,5.5
11534,526.18471,8748108,12.0
11535,526.19462,19229266,28.5
11536,526.20278,29369943,44.4
11537,526.22083,4272865,4.9
11538,526.23102,11196519,15.8
11539,526.23912,12587628,18.0
11540,526.26742,5433212,6.8
11541,526.27552,5369473,6.7
11542,526.96077,4558353,5.4
11543,527.0121,4095023,4.6
11544,527.03275,3732667,4.1
11545,527.04855,15705668,22.9
11546,527.057,3720265,4.1
11547,527.06965,26283089,39.6
11548,527.08491,24648794,37.0
11549,527.09824,5997666,7.6
11550,527.10257,6649956,8.7
11551,527.10606,72670310,112.6
11552,527.11428,7141995,9.4
11553,527.12129,22449263,33.5
11554,527.13451,15185015,22.1
11555,527.13724,7709304,10.3
11556,527.14249,111996027,174.5
11557,527.15132,6037121,7.7
11558,527.15763,27236484,41.1
11559,527.16107,15972486,23.3
11560,527.17081,25967756,39.1
11561,527.17362,7655566,10.3
11562,527.17885,96652433,150.4
11563,527.18814,7665558,10.3
11564,527.19418,23686298,35.5
11565,527.20225,3837855,4.2
11566,527.2072,25344161,38.1
11567,527.21523,51768486,79.7
11568,527.22479,6899372,9.1
11569,527.23042,15472815,22.6
11570,527.24363,17324215,25.5
11571,527.25175,18042044,26.6
11572,527.26693,8299461,11.3
11573,527.28,7257548,9.6
11574,527.28799,5635025,7.1
11575,527.29776,3720791,4.1
11576,527.30282,4506330,5.3
11577,528.04393,5412239,6.7
11578,528.052,4837780,5.8
11579,528.07354,7083936,9.4
11580,528.08029,10184357,14.2
11581,528.09138,5510187,6.9
11582,528.1018,7069873,9.3
11583,528.10983,17085622,25.1
11584,528.11679,9593530,13.3
11585,528.12824,13885121,20.1
11586,528.13822,13394631,19.3
11587,528.14614,31277772,47.4
11588,528.15347,8163280,11.1
11589,528.1645,13523159,19.5
11590,528.17459,15370460,22.4
11591,528.18237,24777441,37.2
11592,528.18996,8296934,11.3
11593,528.20079,8540140,11.6
11594,528.21076,11201778,15.8
11595,528.21882,16232695,23.8
11596,528.22691,4949436,6.0
11597,528.23423,6580736,8.6
11598,528.24727,7631112,10.2
11599,528.25534,5676044,7.1
11600,528.26987,3795733,4.2
11601,528.94694,6163882,7.9
11602,529.01984,3711701,4.0
11603,529.02774,9466842,13.1
11604,529.049,5413863,6.7
11605,529.05587,4354027,5.1
11606,529.06417,26920176,40.6
11607,529.07294,4144373,4.7
11608,529.08182,5042427,6.1
11609,529.08519,29221117,44.2
11610,529.09236,3867777,4.3
11611,529.10051,32623878,49.6
11612,529.11157,8307980,11.3
11613,529.11399,8658702,11.8
11614,529.12168,55898387,86.2
11615,529.13014,5056984,6.2
11616,529.13689,40752412,62.4
11617,529.1451,4578081,5.4
11618,529.14737,6414626,8.3
11619,529.15008,22168868,33.1
11620,529.15502,9265959,12.8
11621,529.15801,59408680,91.7
11622,529.16778,8988974,12.4
11623,529.1732,47321394,72.7
11624,529.18178,4453687,5.2
11625,529.18637,27587898,41.6
11626,529.19437,43972926,67.4
11627,529.2042,8302148,11.3
11628,529.20961,43927880,67.4
11629,529.22271,20973904,31.2
11630,529.23066,19762516,29.3
11631,529.2403,5883610,7.5
11632,529.24598,30542173,46.3
11633,529.25921,9681254,13.4
11634,529.26698,7224426,9.6
11635,529.28225,14129011,20.4
11636,529.30694,9817474,13.7
11637,530.05942,9274187,12.8
11638,530.07053,6738002,8.8
11639,530.08892,5967709,7.6
11640,530.09574,13312866,19.2
11641,530.10692,10735976,15.1
11642,530.11706,6665327,8.7
11643,530.12518,12277620,17.5
11644,530.13226,12967288,18.6
11645,530.14348,13892479,20.1
11646,530.15333,11875717,16.9
11647,530.16144,14796170,21.5
11648,530.16867,10957454,15.5
11649,530.1765,11892627,16.9
11650,530.17986,11472277,16.3
11651,530.18969,10471323,14.7
11652,530.19773,10667936,15.0
11653,530.20507,7076389,9.3
11654,530.2131,11334057,16.0
11655,530.22596,8267185,11.2
11656,530.23387,6153910,7.9
11657,530.2492,6274496,8.1
11658,530.28602,4772694,5.7
11659,531.03538,4026790,4.5
11660,531.04382,17538475,25.8
11661,531.06511,6345912,8.2
11662,531.07164,6318780,8.1
11663,531.08014,34588097,52.7
11664,531.09138,5755592,7.3
11665,531.1013,18905551,28.0
11666,531.10831,5766611,7.3
11667,531.11649,50576856,77.8
11668,531.12713,8356831,11.4
11669,531.12985,14288352,20.7
11670,531.13471,5762531,7.3
11671,531.13768,28836325,43.6
11672,531.14777,8233452,11.2
11673,531.15283,67890671,105.1
11674,531.16339,8216565,11.1
11675,531.16604,18382327,27.1
11676,531.17394,21906940,32.7
11677,531.18407,12109314,17.3
11678,531.18925,71831045,111.3
11679,531.19955,4601868,5.4
11680,531.20242,19078670,28.2
11681,531.21029,14774291,21.5
11682,531.22562,59667996,92.1
11683,531.23873,12588580,18.0
11684,531.24663,6066473,7.7
11685,531.25705,5145392,6.3
11686,531.26211,30077491,45.6
11687,531.27535,4044731,4.6
11688,531.29838,15968842,23.3
11689,532.0389,4246813,4.9
11690,532.04753,5616162,7.0
11691,532.07511,11047988,15.6
11692,532.08335,11159609,15.8
11693,532.10474,4609863,5.5
11694,532.11148,15980619,23.4
11695,532.12258,13456978,19.4
11696,532.13278,5565529,7.0
11697,532.14021,7024989,9.3
11698,532.14784,18523746,27.4
11699,532.15582,17314407,25.5
11700,532.16929,5679216,7.1
11701,532.17711,6201461,8.0
11702,532.18428,12046969,17.2
11703,532.19234,21162111,31.5
11704,532.20562,7291527,9.7
11705,532.22081,8262801,11.2
11706,532.22859,16613014,24.4
11707,532.24201,3884190,4.3
11708,532.26509,11596973,16.5
11709,532.30157,5005509,6.1
11710,532.85101,10249766,14.3
11711,533.02247,6720405,8.9
11712,533.03807,3969184,4.5
11713,533.05901,27195053,41.7
11714,533.07484,5775288,7.4
11715,533.0866,5312959,6.7
11716,533.09534,51526341,80.6
11717,533.10647,7367372,9.9
11718,533.11354,6966737,9.3
11719,533.11658,7131091,9.6
11720,533.13174,79764189,125.7
11721,533.13846,4298465,5.0
11722,533.14279,9670372,13.6
11723,533.14522,9037029,12.6
11724,533.15303,9165547,12.8
11725,533.16814,102697716,162.4
11726,533.18144,15182589,22.4
11727,533.18934,6936834,9.3
11728,533.20459,95148812,150.3
11729,533.21519,4571923,5.5
11730,533.21786,12146965,17.6
11731,533.22567,3928346,4.4
11732,533.24097,60265252,94.5
11733,533.25406,5926188,7.6
11734,533.2687,4627894,5.6
11735,533.27746,25603900,39.1
11736,533.31377,8210772,11.3
11737,533.85066,5778614,7.4
11738,534.05477,6288701,8.2
11739,534.06282,7065923,9.5
11740,534.09095,13232982,19.3
11741,534.09891,12171099,17.6
11742,534.12749,16128366,24.0
11743,534.13548,21016435,31.8
11744,534.14859,4026236,4.6
11745,534.16376,20359046,30.7
11746,534.1719,30753164,47.3
11747,534.1846,4286612,5.0
11748,534.20014,13426591,19.6
11749,534.20824,28983716,44.5
11750,534.23664,7518647,10.2
11751,534.24462,19591612,29.5
11752,534.27349,4663248,5.6
11753,534.2816,5794133,7.4
11754,535.03835,12429270,18.0
11755,535.05743,4001507,4.6
11756,535.06658,4596970,5.5
11757,535.07144,4756461,5.8
11758,535.07482,42833903,66.7
11759,535.08638,4677367,5.6
11760,535.09034,4954746,6.1
11761,535.10312,7104259,9.5
11762,535.1076,7391238,10.0
11763,535.11112,73883656,116.3
11764,535.12231,10038800,14.2
11765,535.12774,5912979,7.6
11766,535.13456,4552728,5.4
11767,535.13995,7421980,10.0
11768,535.14757,109125665,172.7
11769,535.15859,10594345,15.1
11770,535.16612,5659438,7.2
11771,535.17616,6835253,9.1
11772,535.18399,122875962,194.7
11773,535.19745,7239235,9.7
11774,535.20283,6849351,9.1
11775,535.21241,10079310,14.3
11776,535.21573,6084688,7.9
11777,535.22035,90816595,143.4
11778,535.23354,4824668,5.9
11779,535.2388,3726432,4.1
11780,535.24864,10240871,14.5
11781,535.25673,41152620,64.0
11782,535.2699,3918453,4.4
11783,535.285,3973120,4.5
11784,535.29323,14848645,21.9
11785,535.3295,5737118,7.3
11786,535.84681,3657094,4.0
11787,536.05176,4399510,5.2
11788,536.06967,7916451,10.8
11789,536.07795,10688169,15.3
11790,536.09768,4470966,5.3
11791,536.10625,15856829,23.5
11792,536.11437,18484418,27.7
11793,536.12565,4794954,5.8
11794,536.14263,21302998,32.2
11795,536.15073,31449820,48.5
11796,536.17906,18552560,27.8
11797,536.18703,36114166,55.9
11798,536.21545,11897098,17.2
11799,536.22352,24181519,36.8
11800,536.25196,8206628,11.3
11801,536.26004,14461737,21.3
11802,536.29679,5319491,6.7
11803,536.98319,18327855,27.5
11804,537.03293,4221779,4.9
11805,537.05412,18597219,27.9
11806,537.06957,7111150,9.5
11807,537.08568,4148602,4.8
11808,537.09059,53022077,83.0
11809,537.10172,6265477,8.2
11810,537.1096,8507531,11.8
11811,537.11948,7761298,10.6
11812,537.12329,7501717,10.2
11813,537.12696,97711512,154.4
11814,537.13807,10806176,15.4
11815,537.14186,8061347,11.1
11816,537.1459,6808229,9.1
11817,537.15547,10822060,15.5
11818,537.15983,9219504,12.9
11819,537.1634,138618290,219.8
11820,537.17464,5888442,7.6
11821,537.17845,7106493,9.5
11822,537.19222,16162247,24.0
11823,537.1998,112858573,178.6
11824,537.21879,5542619,7.0
11825,537.2281,14584033,21.5
11826,537.23623,63180263,99.2
11827,537.24522,4624366,5.6
11828,537.25506,4927477,6.0
11829,537.2648,13047292,19.0
11830,537.27264,23807490,36.2
11831,537.30071,6619414,8.7
11832,537.30894,7893020,10.8
11833,537.98278,3758862,4.2
11834,538.05818,4951623,6.1
11835,538.06894,3721807,4.1
11836,538.08588,8245595,11.3
11837,538.09394,11005537,15.8
11838,538.10076,4680934,5.6
11839,538.11224,4025711,4.6
11840,538.12224,14502007,21.4
11841,538.13037,25463933,38.9
11842,538.1484,5752970,7.4
11843,538.15875,15696018,23.3
11844,538.16666,33921176,52.4
11845,538.17779,5189280,6.5
11846,538.1847,5575333,7.1
11847,538.19505,14859437,21.9
11848,538.20306,31534259,48.6
11849,538.23145,9860553,13.9
11850,538.23934,14300879,21.0
11851,538.26813,5104356,6.3
11852,538.27584,7754218,10.6
11853,538.31193,4743173,5.7
11854,538.76801,4530528,5.4
11855,538.88553,7014586,9.4
11856,538.97765,6028545,7.8
11857,538.98037,7409411,10.0
11858,539.01194,4236955,4.9
11859,539.03375,4736620,5.7
11860,539.04857,11251000,16.2
11861,539.06953,29271880,45.0
11862,539.08492,13528916,19.8
11863,539.0981,6005342,7.8
11864,539.10588,71674724,112.8
11865,539.12115,13491824,19.7
11866,539.13457,10976122,15.7
11867,539.14226,115411840,182.7
11868,539.15403,7214217,9.7
11869,539.15764,10913676,15.6
11870,539.1609,12497806,18.1
11871,539.16562,4123538,4.8
11872,539.17072,17492886,26.1
11873,539.17867,111569820,176.6
11874,539.18762,7140259,9.6
11875,539.19416,10722472,15.3
11876,539.20713,21196722,32.1
11877,539.2151,73395129,115.5
11878,539.22394,4373439,5.2
11879,539.23048,7123396,9.6
11880,539.24342,19545039,29.4
11881,539.24659,5296081,6.6
11882,539.25147,30871509,47.5
11883,539.26081,3833564,4.3
11884,539.27032,4383459,5.2
11885,539.27975,10010091,14.2
11886,539.28778,9154801,12.8
11887,540.03076,3679162,4.0
11888,540.04874,3710281,4.1
11889,540.06533,5433174,6.8
11890,540.0735,4642268,5.6
11891,540.08032,5018722,6.2
11892,540.10139,8423539,11.6
11893,540.10962,16824953,25.1
11894,540.11703,7947391,10.9
11895,540.12775,8061320,11.1
11896,540.13775,13081744,19.1
11897,540.14588,27026070,41.4
11898,540.15278,5291356,6.6
11899,540.16413,7829157,10.7
11900,540.17399,16225453,24.1
11901,540.18232,28412595,43.6
11902,540.19733,4527232,5.4
11903,540.21045,11513034,16.6
11904,540.21867,18898641,28.4
11905,540.24713,6489064,8.5
11906,540.2552,7813870,10.7
11907,540.87657,9063143,12.7
11908,540.8875,11478768,16.5
11909,541.02817,5913955,7.6
11910,541.04944,9702773,13.7
11911,541.06466,15942017,23.7
11912,541.08578,34409875,53.2
11913,541.1008,19401119,29.2
11914,541.11444,8456107,11.7
11915,541.12211,69763505,109.7
11916,541.13109,5287864,6.6
11917,541.1373,19386813,29.2
11918,541.14588,4273093,5.0
11919,541.15078,16942537,25.3
11920,541.15852,84206031,132.8
11921,541.16733,6415575,8.4
11922,541.1737,25137628,38.4
11923,541.18707,18700775,28.1
11924,541.19484,67097069,105.5
11925,541.20376,6458869,8.5
11926,541.20997,18318842,27.5
11927,541.22318,21384709,32.4
11928,541.23116,32732683,50.5
11929,541.24069,6036627,7.8
11930,541.24639,14916632,22.0
11931,541.25958,13255715,19.4
11932,541.26737,13934121,20.4
11933,541.28273,5921590,7.6
11934,541.29585,6465345,8.5
11935,541.51245,4224118,4.9
11936,542.05939,5832517,7.5
11937,542.06785,6320332,8.3
11938,542.08866,7607774,10.3
11939,542.09578,6580452,8.7
11940,542.10723,7503598,10.2
11941,542.11685,8689398,12.1
11942,542.12505,19131645,28.8
11943,542.13206,7381251,10.0
11944,542.14334,14099212,20.7
11945,542.15335,13100821,19.1
11946,542.16139,21619996,32.7
11947,542.1688,9156130,12.8
11948,542.17983,13897004,20.4
11949,542.18961,11825972,17.1
11950,542.19787,17825083,26.7
11951,542.20502,5003841,6.2
11952,542.21299,4927432,6.0
11953,542.22587,9368403,13.1
11954,542.23423,10067290,14.3
11955,542.24955,4519912,5.4
11956,542.26247,6626675,8.8
11957,542.88412,4117389,4.7
11958,543.00629,3867384,4.3
11959,543.04323,12539929,18.2
11960,543.06458,10798123,15.4
11961,543.07995,23193657,35.2
11962,543.09107,4295747,5.0
11963,543.09356,3871301,4.3
11964,543.09787,6219337,8.1
11965,543.10097,32266315,49.8
11966,543.10896,4631890,5.6
11967,543.11637,24149081,36.8
11968,543.1231,3951711,4.5
11969,543.12706,5229666,6.5
11970,543.12969,9228389,12.9
11971,543.13332,6402664,8.4
11972,543.13744,47870060,74.7
11973,543.14927,4855926,5.9
11974,543.15263,35848313,55.5
11975,543.16056,4120192,4.7
11976,543.16309,3923074,4.4
11977,543.16598,17366149,25.9
11978,543.16951,5885832,7.6
11979,543.17384,45684876,71.2
11980,543.18349,9619604,13.5
11981,543.18909,34174105,52.8
11982,543.2024,21553317,32.6
11983,543.20668,4290217,5.0
11984,543.21019,30295212,46.6
11985,543.22042,6262965,8.2
11986,543.22543,31042745,47.8
11987,543.2387,13101765,19.1
11988,543.24662,10906828,15.6
11989,543.26182,17945817,26.9
11990,543.27486,5758693,7.4
11991,543.28303,3842284,4.3
11992,543.29831,4870906,5.9
11993,544.03909,4113807,4.8
11994,544.06971,3718827,4.2
11995,544.07524,7818928,10.9
11996,544.08374,7062711,9.6
11997,544.10488,7143882,9.8
11998,544.11201,10471377,15.2
11999,544.123,9978331,14.4
12000,544.13338,4985572,6.2
12001,544.1413,12207083,18.0
12002,544.14852,9441266,13.5
12003,544.15942,13471740,20.1
12004,544.16955,10229253,14.8
12005,544.17777,9889292,14.2
12006,544.18465,8007954,11.2
12007,544.19284,12370202,18.3
12008,544.20583,9580070,13.7
12009,544.21409,7708717,10.7
12010,544.22126,7167540,9.8
12011,544.22894,9790522,14.1
12012,544.24255,5554503,7.2
12013,544.25047,4273102,5.1
12014,544.25764,4651605,5.7
12015,544.26561,7447900,10.3
12016,545.02321,6505488,8.7
12017,545.0592,21165874,32.6
12018,545.07717,5430082,7.0
12019,545.08041,10101061,14.6
12020,545.0874,6135116,8.1
12021,545.09565,33498963,52.7
12022,545.10384,5500251,7.1
12023,545.10667,7176541,9.8
12024,545.11675,16429927,24.9
12025,545.1272,5573232,7.2
12026,545.13194,43652981,69.2
12027,545.1427,7007615,9.5
12028,545.14541,11679617,17.1
12029,545.14867,6031236,7.9
12030,545.15319,24050568,37.3
12031,545.1619,8537616,12.0
12032,545.16842,47021975,74.7
12033,545.17647,5649310,7.3
12034,545.17887,6711200,9.0
12035,545.18173,16809891,25.5
12036,545.18964,17728426,27.0
12037,545.19989,9735092,14.0
12038,545.20478,56051640,89.4
12039,545.21327,4125632,4.8
12040,545.21807,14699461,22.1
12041,545.22621,8379084,11.8
12042,545.24113,37930970,59.9
12043,545.2542,10346214,15.0
12044,545.26559,48924657,77.8
12045,545.27741,20796412,32.0
12046,545.31389,4556573,5.5
12047,546.05423,4483281,5.4
12048,546.06257,5501785,7.1
12049,546.09067,10078964,14.5
12050,546.09901,8259324,11.6
12051,546.1202,5535504,7.1
12052,546.127,15464214,23.3
12053,546.13819,14045473,21.0
12054,546.1483,4734250,5.8
12055,546.15622,6167090,8.2
12056,546.1635,13104953,19.5
12057,546.1717,16188736,24.5
12058,546.18459,6942540,9.4
12059,546.19997,9836635,14.1
12060,546.2079,17122658,26.0
12061,546.22125,6696047,9.0
12062,546.23628,7133053,9.7
12063,546.24437,10786181,15.7
12064,546.26902,12740508,18.9
12065,546.28083,7127975,9.7
12066,546.86683,16849876,25.6
12067,547.03843,8821880,12.5
12068,547.07501,30865052,48.4
12069,547.08674,4141223,4.9
12070,547.09668,4386992,5.3
12071,547.10344,7155383,9.8
12072,547.1071,6566586,8.8
12073,547.11154,49653439,79.0
12074,547.12234,9890505,14.2
12075,547.12843,5299471,6.7
12076,547.13273,7019219,9.5
12077,547.14395,6680286,9.0
12078,547.14789,64704225,103.5
12079,547.15849,7749868,10.7
12080,547.16138,8977134,12.7
12081,547.16622,3940595,4.5
12082,547.16897,4842742,6.0
12083,547.17953,7482624,10.3
12084,547.18422,83154692,133.6
12085,547.19134,4624139,5.6
12086,547.19466,3832590,4.4
12087,547.19767,11269393,16.5
12088,547.2023,4030358,4.7
12089,547.2161,7199011,9.8
12090,547.22061,69412647,111.2
12091,547.23372,7394356,10.2
12092,547.24928,5173059,6.5
12093,547.25707,39092042,61.8
12094,547.27015,5167063,6.5
12095,547.29342,15364973,23.1
12096,547.32934,4401040,5.3
12097,547.86648,5707671,7.4
12098,548.07059,7872605,10.9
12099,548.07852,8024933,11.2
12100,548.10684,13295233,19.8
12101,548.11502,10828425,15.8
12102,548.13366,3699931,4.1
12103,548.14308,13567140,20.2
12104,548.15124,19431084,29.8
12105,548.1645,4117049,4.8
12106,548.17963,12598472,18.6
12107,548.18752,22028495,34.0
12108,548.2158,7015659,9.5
12109,548.22397,19426035,29.8
12110,548.25223,4365326,5.2
12111,548.26039,12173078,17.9
12112,548.2964,5433657,7.0
12113,548.86395,4062821,4.7
12114,548.95879,3686083,4.1
12115,549.03241,4484875,5.4
12116,549.05405,18008608,27.4
12117,549.06894,3993135,4.6
12118,549.08228,5111100,6.4
